Crop_french,ID,Seq,Prod_loc,Climate,Marketing,Settingup,Harvest_start,Harvest_end,Winter_storage,Stor_sell_end,Norm_sell_end,Crop category,Harvest_total,Sale_last,Shmin_month,Shmax_total,Sale_Jan,Sale_Feb,Sale_Mar,Sale_Apr,Sale_May,Sale_Jun,Sale_Jul,Sale_Aug,Sale_Sep,Sale_Oct,Sale_Nov,Sale_Dec,Growing_Jan,Growing_Feb,Growing_Mar,Growing_Apr,Growing_May,Growing_Jun,Growing_Jul,Growing_Aug,Growing_Sep,Growing_Oct,Growing_Nov,Growing_Dec
Epinard,672,,Field,Cool,9M,10,4,4,no,12,4,Cooked green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Endive,670,,Field,Cool,9M,5,10,10,no,12,10,Raw green,1,3,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Echalote,669,,Field,Cool,9M,4,8,8,yes,12,12,Condiment crop,1,5,1,20,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
Echalote,668,,Field,Cool,9M,6,7,7,yes,12,12,Condiment crop,1,6,1,24,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Courgette,667,,Tunnel,Cool,9M,7,9,9,no,12,9,Fruit crop,1,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Courgette,666,,Tunnel,Cool,9M,4,7,8,no,12,8,Fruit crop,2,2,4,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Courgette,665,,Field,Cool,9M,7,9,11,no,12,11,Fruit crop,3,3,4,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Courgette,664,,Field,Cool,9M,5,7,9,no,12,9,Fruit crop,3,3,4,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Courge,662,,Tunnel,Cool,9M,5,9,9,yes,12,12,Fruit crop,1,4,1,16,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
Courge,661,,Tunnel,Cool,9M,4,8,8,yes,12,12,Fruit crop,1,5,1,20,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
Courge,660,,Field,Cool,9M,5,9,10,yes,12,12,Fruit crop,2,4,1,16,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
Concombre,659,,Tunnel,Cool,9M,6,9,10,no,12,10,Fruit crop,2,2,4,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Concombre,658,,Tunnel,Cool,9M,5,8,9,no,12,9,Fruit crop,2,2,4,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Concombre,657,,Tunnel,Cool,9M,6,7,9,no,12,9,Fruit crop,3,3,4,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Concombre,656,,Tunnel,Cool,9M,5,7,9,no,12,9,Fruit crop,3,3,4,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Chou rave,655,,Tunnel,Cool,9M,4,6,8,no,12,8,Cooked green,3,3,1,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Chou rave,654,,Tunnel,Cool,9M,3,5,6,no,12,6,Cooked green,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Chou rave,653,,Tunnel,Cool,9M,2,4,5,no,12,5,Cooked green,2,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Chou rave,651,,Field,Cool,9M,7,10,12,no,12,12,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Chou rave,650,,Field,Cool,9M,7,8,9,no,12,9,Cooked green,2,2,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Chou rave,649,,Field,Cool,9M,4,7,7,no,12,7,Cooked green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Chou kale,648,,Tunnel,Cool,9M,10,10,12,no,12,12,Cooked green,5,5,1,20,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
Chou kale,647,,Tunnel,Cool,9M,2,4,4,no,12,4,Cooked green,2,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Chou fleur,644,,Field,Cool,9M,8,11,11,no,12,11,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Chou fleur,643,,Field,Cool,9M,7,10,10,no,12,10,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Chou fleur,642,,Field,Cool,9M,5,8,8,no,12,8,Cooked green,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Chou chinois,639,,Tunnel,Cool,9M,9,11,11,no,12,11,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Chou chinois,638,,Tunnel,Cool,9M,9,10,12,no,12,12,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Chou chinois,637,,Tunnel,Cool,9M,10,10,12,no,12,12,Cooked green,4,4,1,16,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
Chou chinois,636,,Tunnel,Cool,9M,9,9,10,no,12,10,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Chou chinois,635,,Tunnel,Cool,9M,6,7,7,no,12,7,Cooked green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Chou chinois,634,,Tunnel,Cool,9M,4,5,5,no,12,5,Cooked green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Chou chinois,633,,Tunnel,Cool,9M,3,4,4,no,12,4,Cooked green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chou chinois,632,,Field,Cool,9M,8,10,10,no,12,10,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Chou chinois,631,,Field,Cool,9M,7,9,9,no,12,9,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Chou chinois,630,,Field,Cool,9M,4,5,5,no,12,5,Cooked green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Chou,629,,Tunnel,Cool,9M,3,6,7,no,12,7,Cooked green,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Chou,628,,Tunnel,Cool,9M,2,5,6,no,12,6,Cooked green,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Chou,627,,Tunnel,Cool,9M,9,4,5,no,12,5,Cooked green,2,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
Chou,626,,Field,Cool,9M,7,11,12,no,12,12,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Chou,625,,Field,Cool,9M,6,10,12,no,12,12,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
Chou,624,,Field,Cool,9M,5,9,10,no,12,10,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Chou,623,,Field,Cool,9M,4,8,8,no,12,8,Cooked green,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Chou,622,,Field,Cool,9M,10,4,4,no,12,4,Cooked green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Chicoree,621,,Tunnel,Cool,9M,9,10,12,no,12,12,Raw green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Chicoree,620,,Tunnel,Cool,9M,7,9,12,no,12,12,Raw green,4,4,1,16,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Chicoree,619,,Field,Cool,9M,8,10,11,no,12,11,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Celeri branche,616,,Tunnel,Cool,9M,7,11,12,no,12,12,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Celeri branche,615,,Field,Cool,9M,5,8,11,no,12,11,Cooked green,4,4,1,16,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
Carotte botte,614,,Field,Cool,9M,6,9,10,no,12,10,Carrot,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Carotte botte,613,,Field,Cool,9M,5,8,9,no,12,9,Carrot,2,2,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Carotte botte,612,,Tunnel,Cool,9M,3,7,7,no,12,7,Carrot,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Carotte botte,611,,Tunnel,Cool,9M,2,7,7,no,12,7,Carrot,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Carotte botte,610,,Tunnel,Cool,9M,2,5,6,no,12,6,Carrot,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Carotte botte,609,,Tunnel,Cool,9M,9,4,4,no,12,4,Carrot,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
Carotte botte,607,,Field,Cool,9M,4,7,8,no,12,8,Carrot,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Carotte botte,606,,Field,Cool,9M,4,6,7,no,12,7,Carrot,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Brocoli,605,,Field,Cool,9M,8,11,11,no,12,11,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Brocoli,604,,Field,Cool,9M,4,6,7,no,12,7,Cooked green,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Betterave botte,603,,Field,Cool,9M,7,10,10,yes,12,12,Root crop,1,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
Betterave botte,602,,Field,Cool,9M,6,8,9,yes,12,12,Root crop,2,5,1,20,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
Betterave botte,601,,Tunnel,Cool,9M,4,7,8,no,12,8,Root crop,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Betterave botte,600,,Tunnel,Cool,9M,3,6,8,no,12,8,Root crop,3,3,1,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
Betterave botte,599,,Tunnel,Cool,9M,2,5,5,no,12,5,Root crop,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Betterave botte,598,,Tunnel,Cool,9M,9,4,4,no,12,4,Root crop,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
Betterave botte,597,,Field,Cool,9M,8,11,11,no,12,11,Root crop,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Betterave botte,596,,Field,Cool,9M,5,7,8,no,12,8,Root crop,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Bette,594,,Tunnel,Cool,9M,9,10,12,no,12,12,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Bette,593,,Tunnel,Cool,9M,3,6,9,no,12,9,Cooked green,4,4,1,16,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
Bette,592,,Field,Cool,9M,7,9,10,no,12,10,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Bette,591,,Field,Cool,9M,4,6,9,no,12,9,Cooked green,4,4,1,16,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Aubergine,590,,Tunnel,Cool,9M,5,8,10,no,12,10,Fruit crop,3,3,2,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Aubergine,589,,Tunnel,Cool,9M,6,7,9,no,12,9,Fruit crop,3,3,2,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Aromatique,588,,Tunnel,Cool,9M,9,11,12,no,12,12,Condiment crop,5,5,1,20,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Aromatique,587,,Tunnel,Cool,9M,4,6,11,no,12,11,Condiment crop,6,6,1,24,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
Aromatique,586,,Field,Cool,9M,6,9,10,no,12,10,Condiment crop,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Aromatique,585,,Field,Cool,9M,5,8,10,no,12,10,Condiment crop,3,3,1,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Aromatique,584,,Field,Cool,9M,4,5,10,no,12,10,Condiment crop,6,6,1,24,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Ail conservation,583,,Tunnel,Cool,9M,9,5,7,yes,12,12,Condiment crop,3,8,1,32,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Ail conservation,582,,Field,Cool,9M,10,7,7,yes,12,12,Condiment crop,1,6,1,24,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Ail conservation,581,,Field,Cool,9M,3,7,7,yes,12,12,Condiment crop,1,6,1,24,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Ail botte,580,,Tunnel,Cool,9M,11,4,5,no,12,5,Condiment crop,3,3,1,12,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
Tomate classique,579,,Tunnel,Mild,12M,6,8,10,no,4,10,Tomato,3,3,1,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Tomate classique,578,,Tunnel,Mild,12M,5,7,10,no,4,10,Tomato,4,4,1,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Tomate classique,577,,Tunnel,Mild,12M,4,7,10,no,4,10,Tomato,4,4,1,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Tomate classique,576,,Tunnel,Mild,12M,4,6,10,no,4,10,Tomato,5,5,1,20,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Tomate cerise,575,,Tunnel,Mild,12M,5,7,10,no,4,10,Tomato,4,4,1,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Tomate cerise,574,,Tunnel,Mild,12M,4,6,10,no,4,10,Tomato,5,5,1,20,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Tomate cerise,573,,Tunnel,Mild,12M,3,6,10,no,4,10,Tomato,5,5,1,20,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0
Tomate ancienne,572,,Tunnel,Mild,12M,6,8,10,no,4,10,Tomato,3,3,1,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Tomate ancienne,571,,Tunnel,Mild,12M,5,8,11,no,4,11,Tomato,4,4,1,16,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
Tomate ancienne,570,,Tunnel,Mild,12M,3,7,9,no,4,9,Tomato,3,3,1,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
Tomate ancienne,569,,Tunnel,Mild,12M,5,7,10,no,4,10,Tomato,4,4,1,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Tomate ancienne,568,,Tunnel,Mild,12M,4,6,10,no,4,10,Tomato,5,5,1,20,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Salade,567,,Tunnel,Mild,12M,10,12,12,no,4,12,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
Salade,566,,Tunnel,Mild,12M,9,10,11,no,4,11,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Salade,565,,Tunnel,Mild,12M,4,6,6,no,4,6,Raw green,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Salade,564,,Tunnel,Mild,12M,3,5,5,no,4,5,Raw green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Salade,563,,Tunnel,Mild,12M,2,5,5,no,4,5,Raw green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Salade,562,,Tunnel,Mild,12M,12,3,3,no,4,3,Raw green,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
Salade,561,,Tunnel,Mild,12M,2,3,3,no,4,3,Raw green,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Salade,560,,Tunnel,Mild,12M,12,3,4,no,4,4,Raw green,2,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Salade,559,,Tunnel,Mild,12M,2,3,4,no,4,4,Raw green,2,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Salade,558,,Tunnel,Mild,12M,11,2,2,no,4,2,Raw green,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Salade,557,,Tunnel,Mild,12M,10,1,1,no,4,1,Raw green,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Salade,556,,Tunnel,Mild,12M,11,1,2,no,4,2,Raw green,2,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Salade,555,,Field,Mild,12M,9,11,11,no,4,11,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Salade,554,,Field,Mild,12M,8,10,10,no,4,10,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Salade,553,,Field,Mild,12M,7,9,9,no,4,9,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Salade,552,,Field,Mild,12M,8,9,10,no,4,10,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Salade,551,,Field,Mild,12M,6,8,8,no,4,8,Raw green,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Salade,550,,Field,Mild,12M,6,7,7,no,4,7,Raw green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Salade,549,,Field,Mild,12M,5,7,7,no,4,7,Raw green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Salade,548,,Field,Mild,12M,6,7,8,no,4,8,Raw green,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Salade,547,,Field,Mild,12M,4,6,6,no,4,6,Raw green,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Salade,546,,Field,Mild,12M,5,6,7,no,4,7,Raw green,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Salade,545,,Field,Mild,12M,3,5,5,no,4,5,Raw green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Rutabaga,544,,Field,Mild,12M,9,1,4,yes,4,4,Root crop,4,4,1,16,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
Radis conservation,543,,Tunnel,Mild,12M,10,12,2,yes,4,4,Root crop,3,5,1,20,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
Radis conservation,542,,Field,Mild,12M,7,10,12,yes,4,4,Root crop,3,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Radis conservation,541,,Field,Mild,12M,7,10,10,yes,4,4,Root crop,1,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
Radis conservation,540,,Field,Mild,12M,6,9,11,yes,4,4,Root crop,3,8,1,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0
Radis botte,539,,Tunnel,Mild,12M,9,11,11,no,4,11,Root crop,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Radis botte,538,,Tunnel,Mild,12M,3,4,4,no,4,4,Root crop,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Radis botte,537,,Tunnel,Mild,12M,2,4,4,no,4,4,Root crop,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Radis botte,536,,Tunnel,Mild,12M,12,3,3,no,4,3,Root crop,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
Radis botte,535,,Tunnel,Mild,12M,1,3,3,no,4,3,Root crop,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Radis botte,534,,Tunnel,Mild,12M,2,3,4,no,4,4,Root crop,2,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Radis botte,533,,Tunnel,Mild,12M,12,2,3,no,4,3,Root crop,2,2,1,8,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
Radis botte,532,,Field,Mild,12M,9,10,11,no,4,11,Root crop,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Radis botte,531,,Field,Mild,12M,8,9,9,no,4,9,Root crop,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
