Crop_french,ID,Seq,Prod_loc,Climate,Marketing,Settingup,Harvest_start,Harvest_end,Winter_storage,Stor_sell_end,Norm_sell_end,Crop category,Harvest_total,Sale_last,Shmin_month,Shmax_total,Sale_Jan,Sale_Feb,Sale_Mar,Sale_Apr,Sale_May,Sale_Jun,Sale_Jul,Sale_Aug,Sale_Sep,Sale_Oct,Sale_Nov,Sale_Dec,Growing_Jan,Growing_Feb,Growing_Mar,Growing_Apr,Growing_May,Growing_Jun,Growing_Jul,Growing_Aug,Growing_Sep,Growing_Oct,Growing_Nov,Growing_Dec
Salade,267,,Tunnel,Cool,12M,4,5,6,no,4,6,Raw green,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Salade,266,,Tunnel,Cool,12M,12,4,4,no,4,4,Raw green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Salade,265,,Tunnel,Cool,12M,10,4,4,no,4,4,Raw green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Salade,264,,Tunnel,Cool,12M,3,4,5,no,4,5,Raw green,2,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Salade,263,,Tunnel,Cool,12M,9,3,4,no,4,4,Raw green,2,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
Salade,262,,Tunnel,Cool,12M,10,1,1,no,4,1,Raw green,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Salade,261,,Field,Cool,12M,9,12,12,no,4,12,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
Salade,260,,Field,Cool,12M,10,11,11,no,4,11,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Salade,259,,Field,Cool,12M,9,10,10,no,4,10,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Salade,258,,Field,Cool,12M,8,10,10,no,4,10,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Salade,257,,Field,Cool,12M,8,9,9,no,4,9,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Salade,256,,Field,Cool,12M,7,9,9,no,4,9,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Salade,255,,Field,Cool,12M,7,8,8,no,4,8,Raw green,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Salade,254,,Field,Cool,12M,6,8,8,no,4,8,Raw green,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Salade,253,,Field,Cool,12M,5,8,8,no,4,8,Raw green,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Salade,252,,Field,Cool,12M,6,8,9,no,4,9,Raw green,2,2,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Salade,251,,Field,Cool,12M,6,7,7,no,4,7,Raw green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Salade,250,,Field,Cool,12M,5,7,7,no,4,7,Raw green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Salade,249,,Field,Cool,12M,4,7,7,no,4,7,Raw green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Salade,248,,Field,Cool,12M,5,6,6,no,4,6,Raw green,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Salade,247,,Field,Cool,12M,4,5,5,no,4,5,Raw green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Rutabaga,246,,Field,Cool,12M,5,10,11,yes,4,4,Root crop,2,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0
Rutabaga,245,,Field,Cool,12M,9,1,4,yes,4,4,Root crop,4,4,1,16,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
Radis conservation,244,,Tunnel,Cool,12M,8,10,12,yes,4,4,Root crop,3,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1
Radis conservation,243,,Tunnel,Cool,12M,9,1,2,yes,4,4,Root crop,2,4,1,16,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Radis conservation,242,,Field,Cool,12M,8,11,1,yes,4,4,Root crop,3,6,1,24,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1
Radis conservation,241,,Field,Cool,12M,8,10,10,yes,4,4,Root crop,1,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0
Radis conservation,240,,Field,Cool,12M,7,10,10,yes,4,4,Root crop,1,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
Radis conservation,239,,Field,Cool,12M,3,5,5,yes,4,4,Root crop,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
Radis botte,238,,Tunnel,Cool,12M,10,12,3,no,4,3,Root crop,4,4,1,16,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
Radis botte,237,,Tunnel,Cool,12M,9,11,12,no,4,12,Root crop,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Radis botte,236,,Tunnel,Cool,12M,9,10,10,no,4,10,Root crop,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Radis botte,235,,Tunnel,Cool,12M,7,8,8,no,4,8,Root crop,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Radis botte,234,,Tunnel,Cool,12M,5,6,6,no,4,6,Root crop,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Radis botte,233,,Tunnel,Cool,12M,4,5,5,no,4,5,Root crop,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Radis botte,232,,Tunnel,Cool,12M,3,5,5,no,4,5,Root crop,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Radis botte,231,,Tunnel,Cool,12M,3,4,4,no,4,4,Root crop,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Radis botte,230,,Tunnel,Cool,12M,2,4,4,no,4,4,Root crop,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Radis botte,229,,Tunnel,Cool,12M,10,3,4,no,4,4,Root crop,2,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Radis botte,228,,Field,Cool,12M,8,12,1,no,4,1,Root crop,2,2,1,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Radis botte,227,,Field,Cool,12M,7,11,1,no,4,1,Root crop,3,3,1,12,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1
Radis botte,226,,Field,Cool,12M,8,9,9,no,4,9,Root crop,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Radis botte,225,,Field,Cool,12M,8,9,10,no,4,10,Root crop,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Radis botte,224,,Field,Cool,12M,6,8,9,no,4,9,Root crop,2,2,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Radis botte,223,,Field,Cool,12M,5,6,6,no,4,6,Root crop,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Radis botte,222,,Field,Cool,12M,4,5,5,no,4,5,Root crop,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Radis botte,221,,Field,Cool,12M,3,5,5,no,4,5,Root crop,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Radis botte,220,,Field,Cool,12M,3,4,4,no,4,4,Root crop,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Pomme de terre primeur,219,,Tunnel,Cool,12M,2,5,5,no,4,5,Potato,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Pomme de terre primeur,218,,Field,Cool,12M,4,7,8,no,4,8,Potato,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Pomme de terre primeur,217,,Field,Cool,12M,3,6,7,no,4,7,Potato,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Pomme de terre conservation,216,,Field,Cool,12M,5,10,10,yes,4,4,Potato,1,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
Poivron,215,,Tunnel,Cool,12M,7,9,10,no,4,10,Fruit crop,2,2,2,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Poivron,214,,Tunnel,Cool,12M,5,8,9,no,4,9,Fruit crop,2,2,2,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Poivron,213,,Tunnel,Cool,12M,6,8,10,no,4,10,Fruit crop,3,3,2,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Poivron,212,,Tunnel,Cool,12M,5,8,10,no,4,10,Fruit crop,3,3,2,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Poivron,211,,Tunnel,Cool,12M,4,7,9,no,4,9,Fruit crop,3,3,2,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Poivron,210,,Tunnel,Cool,12M,4,7,10,no,4,10,Fruit crop,4,4,2,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Poivron,209,,Field,Cool,12M,6,9,11,no,4,11,Fruit crop,3,3,2,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
Pois,208,,Tunnel,Cool,12M,4,6,6,no,4,6,Fruit crop,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Pois,207,,Tunnel,Cool,12M,2,5,5,no,4,5,Fruit crop,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Pois,206,,Tunnel,Cool,12M,2,5,6,no,4,6,Fruit crop,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Pois,205,,Tunnel,Cool,12M,1,3,4,no,4,4,Fruit crop,2,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Pois,204,,Field,Cool,12M,7,9,10,no,4,10,Fruit crop,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Pois,203,,Field,Cool,12M,5,8,8,no,4,8,Fruit crop,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Pois,202,,Field,Cool,12M,4,7,7,no,4,7,Fruit crop,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Pois,201,,Field,Cool,12M,3,6,6,no,4,6,Fruit crop,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Pois,200,,Field,Cool,12M,4,6,7,no,4,7,Fruit crop,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Pois,199,,Field,Cool,12M,3,6,7,no,4,7,Fruit crop,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Poireau,198,,Tunnel,Cool,12M,8,10,10,no,4,10,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Poireau,197,,Tunnel,Cool,12M,5,9,10,no,4,10,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Poireau,196,,Tunnel,Cool,12M,4,8,9,no,4,9,Cooked green,2,2,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Poireau,195,,Tunnel,Cool,12M,3,6,6,no,4,6,Cooked green,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Poireau,194,,Tunnel,Cool,12M,10,4,4,no,4,4,Cooked green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Poireau,193,,Field,Cool,12M,6,12,3,no,4,3,Cooked green,4,4,1,16,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1
Poireau,192,,Field,Cool,12M,6,10,12,no,4,12,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
Poireau,191,,Field,Cool,12M,4,8,9,no,4,9,Cooked green,2,2,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Poireau,190,,Field,Cool,12M,8,2,2,no,4,2,Cooked green,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Poireau,189,,Field,Cool,12M,10,1,1,no,4,1,Cooked green,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Piment,188,,Tunnel,Cool,12M,5,8,10,yes,4,4,Condiment crop,3,9,1,36,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
Panais,187,,Field,Cool,12M,5,12,2,yes,4,4,Root crop,3,5,1,20,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Panais,186,,Field,Cool,12M,4,11,11,yes,4,4,Root crop,1,6,1,24,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0
Oignon conservation,185,,Field,Cool,12M,4,9,9,yes,4,4,Condiment crop,1,8,1,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
Oignon conservation,184,,Field,Cool,12M,6,8,8,yes,4,4,Condiment crop,1,9,1,36,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
Oignon conservation,183,,Field,Cool,12M,5,8,8,yes,4,4,Condiment crop,1,9,1,36,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
Oignon conservation,182,,Field,Cool,12M,4,8,8,yes,4,4,Condiment crop,1,9,1,36,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
Oignon conservation,181,,Field,Cool,12M,4,7,7,yes,4,4,Condiment crop,1,10,1,40,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
Oignon botte,180,,Tunnel,Cool,12M,4,6,6,no,4,6,Condiment crop,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Oignon botte,179,,Tunnel,Cool,12M,3,6,6,no,4,6,Condiment crop,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Oignon botte,178,,Tunnel,Cool,12M,4,6,7,no,4,7,Condiment crop,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Oignon botte,177,,Tunnel,Cool,12M,9,5,6,no,4,6,Condiment crop,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
Oignon botte,176,,Tunnel,Cool,12M,10,4,4,no,4,4,Condiment crop,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Oignon botte,175,,Field,Cool,12M,5,8,10,no,4,10,Condiment crop,3,3,1,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Oignon botte,174,,Field,Cool,12M,4,7,9,no,4,9,Condiment crop,3,3,1,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Oignon botte,173,,Field,Cool,12M,4,6,6,no,4,6,Condiment crop,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Navet conservation,172,,Field,Cool,12M,8,10,11,yes,4,4,Root crop,2,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0
Navet conservation,171,,Field,Cool,12M,7,10,10,yes,4,4,Root crop,1,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
Navet botte,170,,Tunnel,Cool,12M,4,5,5,no,4,5,Root crop,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Navet botte,169,,Tunnel,Cool,12M,3,5,5,no,4,5,Root crop,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Navet botte,168,,Tunnel,Cool,12M,3,5,6,no,4,6,Root crop,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Navet botte,167,,Tunnel,Cool,12M,11,3,3,no,4,3,Root crop,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
Navet botte,166,,Tunnel,Cool,12M,9,1,3,no,4,3,Root crop,3,3,1,12,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
Navet botte,165,,Field,Cool,12M,7,11,12,no,4,12,Root crop,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Navet botte,164,,Field,Cool,12M,8,10,12,no,4,12,Root crop,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1
Navet botte,163,,Field,Cool,12M,4,5,7,no,4,7,Root crop,3,3,1,12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Navet botte,162,,Field,Cool,12M,10,3,3,no,4,3,Root crop,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
Mesclun,161,,Tunnel,Cool,12M,10,12,1,no,4,1,Raw green,2,2,1,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
Mesclun,160,,Tunnel,Cool,12M,10,11,12,no,4,12,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
Mesclun,159,,Tunnel,Cool,12M,9,11,12,no,4,12,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Mesclun,158,,Tunnel,Cool,12M,6,10,11,no,4,11,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
Mesclun,157,,Tunnel,Cool,12M,8,10,1,no,4,1,Raw green,4,4,1,16,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
Mesclun,156,,Tunnel,Cool,12M,7,7,9,no,4,9,Raw green,3,3,1,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Mesclun,155,,Tunnel,Cool,12M,4,6,6,no,4,6,Raw green,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Mesclun,154,,Tunnel,Cool,12M,5,6,8,no,4,8,Raw green,3,3,1,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Mesclun,153,,Tunnel,Cool,12M,4,5,6,no,4,6,Raw green,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Mesclun,152,,Tunnel,Cool,12M,2,4,5,no,4,5,Raw green,2,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Mesclun,151,,Tunnel,Cool,12M,3,4,6,no,4,6,Raw green,3,3,1,12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Mesclun,150,,Tunnel,Cool,12M,12,3,3,no,4,3,Raw green,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
Mesclun,149,,Tunnel,Cool,12M,11,2,2,no,4,2,Raw green,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Mesclun,148,,Field,Cool,12M,8,10,10,no,4,10,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Melon,147,,Tunnel,Cool,12M,6,9,10,no,4,10,Fruit crop,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Mache-pourp,146,,Tunnel,Cool,12M,9,12,1,no,4,1,Raw green,2,2,1,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Mache-pourp,145,,Tunnel,Cool,12M,9,11,12,no,4,12,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Mache-pourp,144,,Tunnel,Cool,12M,2,3,3,no,4,3,Raw green,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mache-pourp,143,,Tunnel,Cool,12M,12,2,2,no,4,2,Raw green,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Mache-pourp,142,,Tunnel,Cool,12M,11,2,2,no,4,2,Raw green,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Mache-pourp,141,,Tunnel,Cool,12M,1,2,2,no,4,2,Raw green,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mache-pourp,140,,Tunnel,Cool,12M,11,2,3,no,4,3,Raw green,2,2,1,8,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
Mache-pourp,139,,Tunnel,Cool,12M,10,1,1,no,4,1,Raw green,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Mache-pourp,138,,Tunnel,Cool,12M,10,1,2,no,4,2,Raw green,2,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
Mache-pourp,137,,Field,Cool,12M,8,11,12,no,4,12,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
Mache-pourp,136,,Field,Cool,12M,9,10,10,no,4,10,Raw green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
