Crop_french,ID,Seq,Prod_loc,Climate,Marketing,Settingup,Harvest_start,Harvest_end,Winter_storage,Stor_sell_end,Norm_sell_end,Crop category,Harvest_total,Sale_last,Shmin_month,Shmax_total,Sale_Jan,Sale_Feb,Sale_Mar,Sale_Apr,Sale_May,Sale_Jun,Sale_Jul,Sale_Aug,Sale_Sep,Sale_Oct,Sale_Nov,Sale_Dec,Growing_Jan,Growing_Feb,Growing_Mar,Growing_Apr,Growing_May,Growing_Jun,Growing_Jul,Growing_Aug,Growing_Sep,Growing_Oct,Growing_Nov,Growing_Dec
Haricot,135,,Tunnel,Cool,12M,7,10,10,no,4,10,Fruit crop,1,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Haricot,134,,Tunnel,Cool,12M,6,8,9,no,4,9,Fruit crop,2,2,2,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Haricot,133,,Tunnel,Cool,12M,5,7,8,no,4,8,Fruit crop,2,2,2,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Haricot,132,,Field,Cool,12M,6,9,9,no,4,9,Fruit crop,1,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Haricot,131,,Field,Cool,12M,7,9,10,no,4,10,Fruit crop,2,2,2,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Haricot,130,,Field,Cool,12M,5,8,8,no,4,8,Fruit crop,1,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Haricot,129,,Field,Cool,12M,6,8,9,no,4,9,Fruit crop,2,2,2,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Haricot,128,,Field,Cool,12M,5,8,9,no,4,9,Fruit crop,2,2,2,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Haricot,127,,Field,Cool,12M,4,7,8,no,4,8,Fruit crop,2,2,2,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Haricot,126,,Field,Cool,12M,3,7,8,no,4,8,Fruit crop,2,2,2,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
Fraise,125,,Field,Cool,12M,9,6,10,no,4,10,Fruit crop,5,5,1,20,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Feve,124,,Tunnel,Cool,12M,2,6,7,no,4,7,Fruit crop,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Feve,123,,Tunnel,Cool,12M,1,6,7,no,4,7,Fruit crop,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
Feve,122,,Field,Cool,12M,3,7,7,no,4,7,Fruit crop,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Feve,121,,Field,Cool,12M,3,6,7,no,4,7,Fruit crop,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Fenouil,120,,Tunnel,Cool,12M,7,10,10,no,4,10,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Fenouil,119,,Tunnel,Cool,12M,6,9,9,no,4,9,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Fenouil,118,,Tunnel,Cool,12M,3,7,7,no,4,7,Cooked green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Fenouil,117,,Tunnel,Cool,12M,3,5,5,no,4,5,Cooked green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Fenouil,116,,Tunnel,Cool,12M,3,4,4,no,4,4,Cooked green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Fenouil,115,,Field,Cool,12M,7,10,10,no,4,10,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Fenouil,114,,Field,Cool,12M,8,10,11,no,4,11,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Fenouil,113,,Field,Cool,12M,5,8,8,no,4,8,Cooked green,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Fenouil,112,,Field,Cool,12M,6,8,9,no,4,9,Cooked green,2,2,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Fenouil,111,,Field,Cool,12M,7,8,11,no,4,11,Cooked green,4,4,1,16,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Fenouil,110,,Field,Cool,12M,6,7,7,no,4,7,Cooked green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fenouil,109,,Field,Cool,12M,5,7,10,no,4,10,Cooked green,4,4,1,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Epinard,108,,Tunnel,Cool,12M,9,12,3,no,4,3,Cooked green,4,4,1,16,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1
Epinard,107,,Tunnel,Cool,12M,9,11,11,no,4,11,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Epinard,106,,Tunnel,Cool,12M,11,5,5,no,4,5,Cooked green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
Epinard,105,,Tunnel,Cool,12M,2,5,5,no,4,5,Cooked green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Epinard,104,,Tunnel,Cool,12M,1,5,5,no,4,5,Cooked green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Epinard,103,,Tunnel,Cool,12M,10,4,4,no,4,4,Cooked green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Epinard,102,,Tunnel,Cool,12M,3,4,4,no,4,4,Cooked green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Epinard,101,,Tunnel,Cool,12M,2,4,4,no,4,4,Cooked green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Epinard,100,,Tunnel,Cool,12M,11,2,2,no,4,2,Cooked green,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Epinard,99,,Tunnel,Cool,12M,9,2,2,no,4,2,Cooked green,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Epinard,98,,Tunnel,Cool,12M,10,1,3,no,4,3,Cooked green,3,3,1,12,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
Epinard,97,,Field,Cool,12M,9,12,1,no,4,1,Cooked green,2,2,1,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Epinard,96,,Field,Cool,12M,8,10,10,no,4,10,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Epinard,95,,Field,Cool,12M,3,5,5,no,4,5,Cooked green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Epinard,94,,Field,Cool,12M,4,5,6,no,4,6,Cooked green,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Epinard,93,,Field,Cool,12M,9,3,3,no,4,3,Cooked green,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
Epinard,92,,Field,Cool,12M,10,2,4,no,4,4,Cooked green,3,3,1,12,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Endive,91,,Field,Cool,12M,5,10,10,no,4,10,Raw green,1,3,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Echalote,90,,Field,Cool,12M,4,8,8,yes,4,4,Condiment crop,1,9,1,36,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
Echalote,89,,Field,Cool,12M,6,7,7,yes,4,4,Condiment crop,1,10,1,40,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Courgette,88,,Tunnel,Cool,12M,7,9,9,no,4,9,Fruit crop,1,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Courgette,87,,Tunnel,Cool,12M,4,7,8,no,4,8,Fruit crop,2,2,4,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Courgette,86,,Field,Cool,12M,7,9,11,no,4,11,Fruit crop,3,3,4,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Courgette,85,,Field,Cool,12M,5,7,9,no,4,9,Fruit crop,3,3,4,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Courge,83,,Tunnel,Cool,12M,5,9,9,yes,4,4,Fruit crop,1,8,1,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
Courge,82,,Tunnel,Cool,12M,4,8,8,yes,4,4,Fruit crop,1,9,1,36,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
Courge,81,,Field,Cool,12M,5,9,10,yes,4,4,Fruit crop,2,8,1,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
Concombre,80,,Tunnel,Cool,12M,6,9,10,no,4,10,Fruit crop,2,2,4,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Concombre,79,,Tunnel,Cool,12M,5,8,9,no,4,9,Fruit crop,2,2,4,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Concombre,78,,Tunnel,Cool,12M,6,7,9,no,4,9,Fruit crop,3,3,4,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Concombre,77,,Tunnel,Cool,12M,5,7,9,no,4,9,Fruit crop,3,3,4,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Chou rave,76,,Tunnel,Cool,12M,4,6,8,no,4,8,Cooked green,3,3,1,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Chou rave,75,,Tunnel,Cool,12M,3,5,6,no,4,6,Cooked green,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Chou rave,74,,Tunnel,Cool,12M,2,4,5,no,4,5,Cooked green,2,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Chou rave,73,,Tunnel,Cool,12M,10,2,2,no,4,2,Cooked green,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
Chou rave,72,,Field,Cool,12M,7,10,12,no,4,12,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Chou rave,71,,Field,Cool,12M,7,8,9,no,4,9,Cooked green,2,2,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Chou rave,70,,Field,Cool,12M,4,7,7,no,4,7,Cooked green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Chou kale,69,,Tunnel,Cool,12M,10,10,2,no,4,2,Cooked green,5,5,1,20,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
Chou kale,68,,Tunnel,Cool,12M,2,3,4,no,4,4,Cooked green,2,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Chou kale,67,,Tunnel,Cool,12M,11,1,2,no,4,2,Cooked green,2,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Chou kale,66,,Field,Cool,12M,6,2,3,no,4,3,Cooked green,2,2,1,8,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1
Chou fleur,65,,Field,Cool,12M,8,11,11,no,4,11,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Chou fleur,64,,Field,Cool,12M,7,10,10,no,4,10,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Chou fleur,63,,Field,Cool,12M,5,8,8,no,4,8,Cooked green,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Chou de Bruxelles,62,,Field,Cool,12M,6,12,2,no,4,2,Cooked green,3,3,1,12,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1
Chou de Bruxelles,61,,Field,Cool,12M,8,1,2,no,4,2,Cooked green,2,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Chou chinois,60,,Tunnel,Cool,12M,9,11,11,no,4,11,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Chou chinois,59,,Tunnel,Cool,12M,9,10,12,no,4,12,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Chou chinois,58,,Tunnel,Cool,12M,10,10,1,no,4,1,Cooked green,4,4,1,16,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
Chou chinois,57,,Tunnel,Cool,12M,9,9,10,no,4,10,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Chou chinois,56,,Tunnel,Cool,12M,6,7,7,no,4,7,Cooked green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Chou chinois,55,,Tunnel,Cool,12M,4,5,5,no,4,5,Cooked green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Chou chinois,54,,Tunnel,Cool,12M,3,4,4,no,4,4,Cooked green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Chou chinois,53,,Field,Cool,12M,8,10,10,no,4,10,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Chou chinois,52,,Field,Cool,12M,7,9,9,no,4,9,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Chou chinois,51,,Field,Cool,12M,4,5,5,no,4,5,Cooked green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Chou,50,,Tunnel,Cool,12M,3,6,7,no,4,7,Cooked green,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Chou,49,,Tunnel,Cool,12M,2,5,6,no,4,6,Cooked green,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Chou,48,,Tunnel,Cool,12M,9,4,5,no,4,5,Cooked green,2,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
Chou,47,,Field,Cool,12M,7,11,12,no,4,12,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Chou,46,,Field,Cool,12M,6,10,12,no,4,12,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
Chou,45,,Field,Cool,12M,5,9,10,no,4,10,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Chou,44,,Field,Cool,12M,4,8,8,no,4,8,Cooked green,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Chou,43,,Field,Cool,12M,9,3,3,no,4,3,Cooked green,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
Chicoree,42,,Tunnel,Cool,12M,9,10,12,no,4,12,Raw green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Chicoree,41,,Tunnel,Cool,12M,7,9,12,no,4,12,Raw green,4,4,1,16,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Chicoree,40,,Field,Cool,12M,8,10,11,no,4,11,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Celeri rave,39,,Tunnel,Cool,12M,5,9,9,yes,4,4,Root crop,1,8,1,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
Celeri rave,38,,Field,Cool,12M,6,10,10,yes,4,4,Root crop,1,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
Celeri branche,37,,Tunnel,Cool,12M,7,11,12,no,4,12,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Celeri branche,36,,Field,Cool,12M,5,8,11,no,4,11,Cooked green,4,4,1,16,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
Carotte botte,35,,Field,Cool,12M,6,9,10,no,4,10,Carrot,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Carotte botte,34,,Field,Cool,12M,5,8,9,no,4,9,Carrot,2,2,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Carotte botte,33,,Tunnel,Cool,12M,3,7,7,no,4,7,Carrot,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Carotte botte,32,,Tunnel,Cool,12M,2,7,7,no,4,7,Carrot,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Carotte botte,31,,Tunnel,Cool,12M,2,5,6,no,4,6,Carrot,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Carotte botte,30,,Tunnel,Cool,12M,9,4,4,no,4,4,Carrot,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
Carotte botte,29,,Tunnel,Cool,12M,8,1,2,no,4,2,Carrot,2,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Carotte botte,28,,Field,Cool,12M,4,7,8,no,4,8,Carrot,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Carotte botte,27,,Field,Cool,12M,4,6,7,no,4,7,Carrot,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Brocoli,26,,Field,Cool,12M,8,11,11,no,4,11,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Brocoli,25,,Field,Cool,12M,4,6,7,no,4,7,Cooked green,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Betterave conservation,24,,Field,Cool,12M,7,10,10,yes,4,4,Root crop,1,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
Betterave conservation,23,,Field,Cool,12M,6,8,9,yes,4,4,Root crop,2,9,1,36,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
Betterave botte,22,,Tunnel,Cool,12M,4,7,8,no,4,8,Root crop,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Betterave botte,21,,Tunnel,Cool,12M,3,6,8,no,4,8,Root crop,3,3,1,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
Betterave botte,20,,Tunnel,Cool,12M,2,5,5,no,4,5,Root crop,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Betterave botte,19,,Tunnel,Cool,12M,9,3,3,no,4,3,Root crop,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
Betterave botte,18,,Field,Cool,12M,8,11,11,no,4,11,Root crop,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Betterave botte,17,,Field,Cool,12M,5,7,8,no,4,8,Root crop,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Bette,16,,Tunnel,Cool,12M,10,12,2,no,4,2,Cooked green,3,3,1,12,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
Bette,15,,Tunnel,Cool,12M,9,10,12,no,4,12,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Bette,14,,Tunnel,Cool,12M,3,6,9,no,4,9,Cooked green,4,4,1,16,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
Bette,13,,Field,Cool,12M,7,9,10,no,4,10,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Bette,12,,Field,Cool,12M,4,6,9,no,4,9,Cooked green,4,4,1,16,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Aubergine,11,,Tunnel,Cool,12M,5,8,10,no,4,10,Fruit crop,3,3,2,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Aubergine,10,,Tunnel,Cool,12M,6,7,9,no,4,9,Fruit crop,3,3,2,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Aromatique,9,,Tunnel,Cool,12M,9,11,3,no,4,3,Condiment crop,5,5,1,20,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1
Aromatique,8,,Tunnel,Cool,12M,4,6,11,no,4,11,Condiment crop,6,6,1,24,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
Aromatique,7,,Field,Cool,12M,6,9,10,no,4,10,Condiment crop,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Aromatique,6,,Field,Cool,12M,5,8,10,no,4,10,Condiment crop,3,3,1,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Aromatique,5,,Field,Cool,12M,4,5,10,no,4,10,Condiment crop,6,6,1,24,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Ail conservation,4,,Tunnel,Cool,12M,9,5,7,yes,4,4,Condiment crop,3,12,1,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Ail conservation,3,,Field,Cool,12M,10,7,7,yes,4,4,Condiment crop,1,10,1,40,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Ail conservation,2,,Field,Cool,12M,3,7,7,yes,4,4,Condiment crop,1,10,1,40,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Ail botte,1,,Tunnel,Cool,12M,11,3,5,no,4,5,Condiment crop,3,3,1,12,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
